"uuid";"url";"filename";"title";"author";"date";"coordinates";"address";"location";"topic";"content";"format";"event";"license";"publisher"
"07dc52e2b689455ea1ef50c2b29a8500";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/07dc52e2b689455ea1ef50c2b29a8500/image";"1893_1894_03_044.jpg";"1893_1894_03_044";"Gujer, Julius";1894;;;"8607 Seegräben";"Baugeschichte Wohnbauten";"„Schönenwerd. 1. April 1894“. Auf der Südseite des Aatals gelegene Anhöhe der Gemeinde Seegräben. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"d32d56870f514c178ecffc43100f7888";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/d32d56870f514c178ecffc43100f7888/image";"1893_1894_03_046.jpg";"1893_1894_03_046";"Gujer, Julius";1894;"696647,244932";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Zangger an der Zürichstrasse 1 von der Sternenscheune aus gesehen. Dolendeckel im Vordergrund bezeugt die Existenz einer Kanalisation im Jahre 1894. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"70c393fdbcbf43aab5a4641764f5b483";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/70c393fdbcbf43aab5a4641764f5b483/image";"1893_1894_03_048.jpg";"1893_1894_03_048";"Gujer, Julius";1894;"696647,244932";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Zangger an der Zürichstrasse 1 in der rückwärtigen Ansicht.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"18d725da92a04d37978b9114cfa1ea77";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/18d725da92a04d37978b9114cfa1ea77/image";"1893_1894_03_049.jpg";"1893_1894_03_049";"Gujer, Julius";1894;"696828,244825";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Park der Villa Grunholzer an der Florastrasse 18 im „Sept. 1894“. Gujer Töchter mit Zofe.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"fc437ad2bf6c4e4792689aa6d58db6be";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/fc437ad2bf6c4e4792689aa6d58db6be/image";"1893_1894_03_050.jpg";"1893_1894_03_050";"Gujer, Julius";1894;"696828,244825";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Park der Villa Grunholzer an der Florastrasse 18 im „Sept. 1894“. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"969f25af422b4847a174e62da5dda74f";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/969f25af422b4847a174e62da5dda74f/image";"1893_1894_03_051.jpg";"1893_1894_03_051";"Gujer, Julius";1894;"696433,244916";"Seestrasse 4";"8610 Uster";"Baugeschichte Industriebauten";"Untere Farb und „Teckstes Brüggli“ von Süden aufgenommen. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"35ee49d6808b468a9009eb9b7f65e648";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/35ee49d6808b468a9009eb9b7f65e648/image";"1893_1894_03_052.jpg";"1893_1894_03_052";"Gujer, Julius";1894;"694301,247602";"Bluetmatt";"8606 Nänikon";"Denkmal";"„Denkmal in Nänikon“. Denkmal mit sog. Blutbuche am Ort der Hinrichtung der Besatzung der Burg Grei- fensee im alten Zürichkrieg. ";"jpeg";"Ausflug zum Blutbuchendenkmal in Nänikon";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"4290c1146ce744ca808d3c8528a95c1d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/4290c1146ce744ca808d3c8528a95c1d/image";"1893_1894_03_053.jpg";"1893_1894_03_053";"Gujer, Julius";1894;"696972,244927";"Freiestrasse 20";"8610 Uster";"Baugeschichte Schulhäuser";"„Bauplatz Sek Schulhaus gegen Florastr.“ mit Absteckungen von der Freiestrasse aus gesehen. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"71ca5832f07544229cd969e95505d235";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/71ca5832f07544229cd969e95505d235/image";"1893_1894_03_054.jpg";"1893_1894_03_054";"Gujer, Julius";1894;"696584,244975";"Zürichstrasse / Uschter77";"8610 Uster";"Baugeschichte Wohnbauten";"Dreschgespann vor der Strassenecke Poststrasse – Seestrasse – Zürichstrasse. Beim Bauernhaus links handeltl es sich um die Poststrasse 20 (heute Rest. Molino). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"499d69a3034646b89bbd67b2355903e7";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/499d69a3034646b89bbd67b2355903e7/image";"1893_1894_03_055.jpg";"1893_1894_03_055";"Gujer, Julius";1894;"696430,244701";"Apothekerstrasse 16";"8610 Uster";"Baugeschichte Wohnbauten";"„Apotheke“ an der Apothekerstrasse 16. ""Apotheke - G. Staubli"".";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"9ba6daf18cfb4f6781da8e829ae9db76";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9ba6daf18cfb4f6781da8e829ae9db76/image";"1895_1896_04_002.jpg";"1895_1896_04_002";"Gujer, Julius";1895;"694301,247602";"Bluetmatt";"8606 Nänikon";"Denkmal";"Blutbuche in Nänikon";"jpeg";"Ausflug zum Blutbuchendenkmal in Nänikon";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"79c5481fff754a559fdbc29524ed2891";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/79c5481fff754a559fdbc29524ed2891/image";"1895_1896_04_003.jpg";"1895_1896_04_003";"Gujer, Julius";1895;"696665,244632";"Burg Uster";"8610 Uster";"Baugeschichte Wohnbauten";"„April 1895“. Burg und ref. Kirche von der Brauereistrasse aus betrachtet. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"79a407e2330648cebe7b496b22b45847";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/79a407e2330648cebe7b496b22b45847/image";"1895_1896_04_004.jpg";"1895_1896_04_004";"Gujer, Julius";1895;"696842,244860";"Florastrasse 18";"8610 Uster";"Baugeschichte Industriebauten";"Fabrikkanal mit Ökonomiegebäude zugehörig zur Fabrik Zangger an der Florastrasse 18. Aufnahme nach Osten. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"7ea3ea92990245febd5877eb8294a926";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/7ea3ea92990245febd5877eb8294a926/image";"1895_1896_04_005.jpg";"1895_1896_04_005";"Gujer, Julius";1895;"696842,244860";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"„April 1895“. Florastrasse Richtung Kirchuster. Links Villa Grunholzer an der Florastrasse 18.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"d1d34a229c9e4f5e9758dd1a993a0226";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/d1d34a229c9e4f5e9758dd1a993a0226/image";"1895_1896_04_006.jpg";"1895_1896_04_006";"Gujer, Julius";1895;"696854,244803";"Florastrasse 18a";"8610 Uster";"Baugeschichte Industriebauten";"Fabrik Zangger an der Florastrasse 18a. Links neues Maschinenhaus und Ökonomiegebäude mi darüber gelegener Burg. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"9a4ffd9bf1f94655b10c184e3f447ba4";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9a4ffd9bf1f94655b10c184e3f447ba4/image";"1895_1896_04_007.jpg";"1895_1896_04_007";"Gujer, Julius";1895;"696563,244965";"Seestrasse 3";"8610 Uster";"Baugeschichte Industriebauten";"„April 1895“. Aufnahme aus der Spinnerei Zangger Zentralstrasse (1824) auf die Neue Spinnerei Zangger Seestrasse von 1868. Links Fabrikkanal, ganz am oberen linken Bildrand zu sehen „Untere Farb“. Rechts Villa Zangger an der Zürichstrasse 1. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"bf6a427f9e5d4566b79e6cf19995d9b8";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/bf6a427f9e5d4566b79e6cf19995d9b8/image";"1895_1896_04_008.jpg";"1895_1896_04_008";"Gujer, Julius";1895;"696870,244881";"Florastrasse 37";"8610 Uster";"Baugeschichte Wohnbauten";"Imkerstrasse in Richtung Freiestrasse. Rechts Florastrasse 37. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"5a2874724b294af19f4652a4678f940e";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5a2874724b294af19f4652a4678f940e/image";"1895_1896_04_009.jpg";"1895_1896_04_009";"Gujer, Julius";1895;"696972,244927";"Florastrasse 20";"8610 Uster";"Baugeschichte Wohnbauten";"Sog. Ruchwieshaus an der Florastrasse 20 im „April 1895“. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"37b2c0a8131b492ebb7b6c487bcc55e5";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/37b2c0a8131b492ebb7b6c487bcc55e5/image";"1895_1896_04_010.jpg";"1895_1896_04_010";"Gujer, Julius";1895;"696710,245172";"Bahnstation Uster";"8610 Uster";"Baugeschichte Stadtraum";"Bahnhofplatz im Frühsommer 1895. Rechte Bildhälfte: Bahnhofsgebäude mit hölzerner Perronhalle. Remise I von 1856 und offen stehender Gepäck-Waggon. Linke Bildhälfte: Restaurant Krone an der Bankstrasse 3 mit zugehöriger Trinkhalle auf dem Grundstück Bankstrasse 5. Anschliessend alte Post an der Postrasse 2. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"79be730701e046388be0828b07b00130";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/79be730701e046388be0828b07b00130/image";"1895_1896_04_011.jpg";"1895_1896_04_011";"Gujer, Julius";1895;"696174,244927";"Im Lot";"8610 Uster";"Baugeschichte Industriebauten";"Fabrik Bachmann, spätere BUAG im „Mai 1895“. Haupthaus links, Fabrikantenvilla rechts. 12: Blick über den Ruchwiesweiher auf Burg und ref. Kirche. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f1031f6d7f7343f2bc7ddfe6732ade08";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f1031f6d7f7343f2bc7ddfe6732ade08/image";"1895_1896_04_013.jpg";"1895_1896_04_013";"Gujer, Julius";1895;"696568,245035";"Poststrasse 20";"8610 Uster";"Baugeschichte Wohnbauten";"Heutige Poststrasse 20, dem heutigen Restaurant Molino vor dem Umbau im „Mai 1895“. Im Vordergrund die Kreuzung Zürichstrasse, Niederusterstrasse und Poststrasse. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"71cc4a9da79d490f9cb9398bfd7c9633";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/71cc4a9da79d490f9cb9398bfd7c9633/image";"1895_1896_04_013a.jpg";"1895_1896_04_013a";"Gujer, Julius";1895;"696842,244860";"Florastrasse 18, 18a";"8610 Uster";"Baugeschichte Industriebauten";"Florastrasse 18 und 18a. Villa Grunholzer und Spinnerei Zangger.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"c4d84eed7ae04b8f9ab40c67d6b7d084";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/c4d84eed7ae04b8f9ab40c67d6b7d084/image";"1895_1896_04_013b.jpg";"1895_1896_04_013b";"Gujer, Julius";1895;"697106,244770";"Florastrasse 34";"8610 Uster";"Baugeschichte Wohnbauten";"„Mai 1895“. Unklar. Womöglich Florastrasse 34 (ehem. Schulhaus, sog. Scmidlin Kammer). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"c5f12d6e3f064977b8d817c985d2db71";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/c5f12d6e3f064977b8d817c985d2db71/image";"1895_1896_04_016.jpg";"1895_1896_04_016";"Gujer, Julius";1895;"696959,244981";"Freiestrasse 19";"8610 Uster";"Baugeschichte Schulhäuser";"Blick über den Bauplatz des neuen Sekundarschule an der Freiestrasse auf die Bebauung Freiestrasse 17 und 19. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3eb114f41834493ea7ea35979877a1fa";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3eb114f41834493ea7ea35979877a1fa/image";"1895_1896_04_018.jpg";"1895_1896_04_018";"Gujer, Julius";1895;;;"8610 Uster";"Baugeschichte Stadtraum";"Panoramablick vom Hasenbühl (Känzeli) auf Uster. Brunnenstrasse. Links Spital Uster geradeaus kath. Kirche.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"bf58deecdadc4b5da34e1233e177a867";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/bf58deecdadc4b5da34e1233e177a867/image";"1895_1896_04_019.jpg";"1895_1896_04_019";"Gujer, Julius";1895;;;"8610 Uster";"Baugeschichte Stadtraum";"Panoramablick vom Hasenbühl (Känzeli) auf Uster. Falmenstrasse führt zum Bahnhofareal, dahinter Burg und Kirche";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"70a32e68fb5649f99d7c2d4e582e7cbc";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/70a32e68fb5649f99d7c2d4e582e7cbc/image";"1895_1896_04_020.jpg";"1895_1896_04_020";"Gujer, Julius";1895;"696893,245301";"Brunnenstrasse 17";"8610 Uster";"Baugeschichte Wohnbauten";"Mansardenhaus an der Brunnenstrasse 17 mit der 1982 abgebrochenen Scheune. Aufnahme von der Brunnackerstrasse aus auf den hinteren Hausteil mit Blick auf Brunnenstrasse 3.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1abe5c2f36a94ce69323b3bbd7d06ff0";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1abe5c2f36a94ce69323b3bbd7d06ff0/image";"1895_1896_04_021.jpg";"1895_1896_04_021";"Gujer, Julius";1895;"696838,245202";"Brunnenstrasse 3";"8610 Uster";"Baugeschichte Wohnbauten";"Brunnenstrasse 3. Sog. ""Neuer Neuhof"" von 1880 des Industriellen Rudolf Walter Bünzli. 2014 Abbruch. Im Hintergrund rechts Brunnenstrasse 17 mit Scheune. Die Strasse, welche links wegführt ist die heutige Industriestrasse. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"8f1fe3353df9451c814baf10c343b8f1";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8f1fe3353df9451c814baf10c343b8f1/image";"1895_1896_04_022.jpg";"1895_1896_04_022";"Gujer, Julius";1895;"696854,244803";"Florastrasse 18a";"8610 Uster";"Baugeschichte Industriebauten";"Fabrik Zangger (Florastrasse 18a) vom Standort der heutigen Villa am Aabach aus gesehen. Am linken Bildrand die „obere Farb“. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3a8fe630cb654d55b6b9a082929bde33";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3a8fe630cb654d55b6b9a082929bde33/image";"1895_1896_04_023.jpg";"1895_1896_04_023";"Gujer, Julius";1895;"696574,244436";"Schwizerstrasse 2";"8610 Uster";"Baugeschichte Wohnbauten";"Wohnhaus an der Talackerstrasse 15. Ganz links die Burg. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f907c8a5d10243ebb81401f7706cff70";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f907c8a5d10243ebb81401f7706cff70/image";"1895_1896_04_029.jpg";"1895_1896_04_029";"Gujer, Julius";1895;"696647,244932";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Zangger an der Zürichstrasse 1. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"ab45e3ac46e143c3b62cd61031f9eaa5";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/ab45e3ac46e143c3b62cd61031f9eaa5/image";"1895_1896_04_030.jpg";"1895_1896_04_030";"Gujer, Julius";1895;"696854,244803";"Florastrasse 18a";"8610 Uster";"Baugeschichte Wohnbauten";"Blick vom Sekundarschulhaus auss auf die Fabrik Zangger an der Florastrasse 18a. Rechts in der Mitte das Haus Florastrasse 39, des heutigen Sanitär Günthard. Davor ist die Villa Grunholzer an der Florastrasse 18 sichtbar. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"9b0c410e38314b46a2f7aa9352cdd397";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9b0c410e38314b46a2f7aa9352cdd397/image";"1895_1896_04_034.jpg";"1895_1896_04_034";"Gujer, Julius";1895;"697260,244747";"Florastrasse 42";"8610 Uster";"Baugeschichte Industriebauten";"Spinnerei Heusser-Staub, ehemals Kunz I von der Inselstrasse aus photographiert. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f684eea140744e7c9ae4e0e1cd8a81ae";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f684eea140744e7c9ae4e0e1cd8a81ae/image";"1895_1896_04_035.jpg";"1895_1896_04_035";"Gujer, Julius";1895;"696812,244879";"Florastrasse 16";"8610 Uster";"Baugeschichte Wohnbauten";"Blick von der Florastrasse auf den Sternenplatz. Links Florastrasse 16 (abgerissen). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"4fa3bb67db8948ac86e1e7f408e6a9d0";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/4fa3bb67db8948ac86e1e7f408e6a9d0/image";"1895_1896_04_037.jpg";"1895_1896_04_037";"Gujer, Julius";1895;"697131,244784";"Florastrasse 67";"8610 Uster";"Baugeschichte Wohnbauten";"Florastrasse 67 mit rückwärtiger Scheune.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1e88ff0dae38400b8e72220961826c03";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1e88ff0dae38400b8e72220961826c03/image";"1895_1896_04_038.jpg";"1895_1896_04_038";"Gujer, Julius";1895;"696842,244860";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Grunholzer an der Florastrasse 18. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"658a348cb77c4e0f8108fa2fa9e4e964";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/658a348cb77c4e0f8108fa2fa9e4e964/image";"1895_1896_04_039.jpg";"1895_1896_04_039";"Gujer, Julius";1895;"696972,244927";"Freiestrasse 20";"8610 Uster";"Baugeschichte Schulhäuser";"„Sekundarschulhauseinweihung 1. Sept. 1895“ an der Freiestrasse 20. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a82f5cdd7bad41a0915f8b47eb7cc50b";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a82f5cdd7bad41a0915f8b47eb7cc50b/image";"1895_1896_04_040.jpg";"1895_1896_04_040";"Gujer, Julius";1896;"696907,245068";"Bahnstrasse 7";"8610 Uster";"Baugeschichte Wohnbauten";"Villa an der Bahnstrasse 7 über den Bahndamm aufgenommen. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"2b34d871c19d4c0c8f72d8e88bcc87c1";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2b34d871c19d4c0c8f72d8e88bcc87c1/image";"1895_1896_04_042.jpg";"1895_1896_04_042";"Gujer, Julius";1896;"696854,244831";"Florastrasse 18a";"8610 Uster";"Baugeschichte Industriebauten";"Spinnerei Zangger von 1836 an der Florastrasse 18a von der Brauereistrasse aufgenommen. Die Scheune verdeckt zum Teil die Südfassade der Fabrik. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa66194080849a1904e941e11412ff4";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa66194080849a1904e941e11412ff4/image";"1895_1896_04_043.jpg";"1895_1896_04_043";"Gujer, Julius";1896;"697035,245074";"Neuwiesenstrasse 17";"8610 Uster";"Baugeschichte Kirchen";"Blick vom Sekundarschulplatz über die Kanzleistrasse zur Kath. Kirche. Sichtachse auf den architekonisch betonten Seiteneingang. Villa links an der Freistrasse 21 (Rest. Steinfels) und rechts 23. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"0d6295cab1164541b7ba1e8b261957cf";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/0d6295cab1164541b7ba1e8b261957cf/image";"1895_1896_04_044.jpg";"1895_1896_04_044";"Gujer, Julius";1896;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Blick von Imkerstrasse auf die Villa Grunholzer an der Florastrasse 18. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"ffde665f1a9f41059c1e8ba9f49616b9";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/ffde665f1a9f41059c1e8ba9f49616b9/image";"1895_1896_04_045.jpg";"1895_1896_04_045";"Gujer, Julius";1896;"697230,244859";"Freiestrasse 43";"8610 Uster";"Baugeschichte Wohnbauten";"Villa ""Küderli"" an der Freiestrasse 43 ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"8bbc260c6d1e4e2b80166164e90a2bb2";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8bbc260c6d1e4e2b80166164e90a2bb2/image";"1895_1896_04_052.jpg";"1895_1896_04_052";"Gujer, Julius";1896;"697311,244663";"Kanalweg 4";"8610 Uster";"Baugeschichte Industriebauten";"Wuhranlagen der Spinnerei Heusser-Staub, ehem. Kunz an der Florastrasse 42. Die Spinnerei ist am linken Bildrand hinter den Bäumen zu erkennen. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"b805c0080a61480185355ac772c2d890";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b805c0080a61480185355ac772c2d890/image";"1895_1896_04_053.jpg";"1895_1896_04_053";"Gujer, Julius";1896;"696674,244817";"Zentralstrasse 15";"8610 Uster";"Baugeschichte Wohnbauten";"Grosses Gewerbe- und Wohnhaus an der Zentralstrasse 15 mit angebauter Scheune gleich hinter der Aabachbrücke. In den 40er Jahren Viehhandlung Wyler. Wohnhaus 1946 abgebrannt.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"451d6aa80c5a4d1ca15a235771eb344b";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/451d6aa80c5a4d1ca15a235771eb344b/image";"1895_1896_04_054.jpg";"1895_1896_04_054";"Gujer, Julius";1896;"696932,245288";"Brunnenstrasse 16";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Ritter an der Brunnenstrasse 16. Kurz nach Fertigstellung. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"d946d5d6f67d4c7ea91c64b0b331f5c0";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/d946d5d6f67d4c7ea91c64b0b331f5c0/image";"1895_1896_04_055.jpg";"1895_1896_04_055";"Gujer, Julius";1896;"696845,244866";"Florastrasse 18";"8610 Uster";;"„4. Oktober 1896. Hr. Rohleder auf Besuch“ im Park der Villa Grunholzer. Rohleder sitzend, Gujer stehend. Gujers Frau Elise und seine beiden Töchter.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e1c7870b3e03440ca9b5ab9a326dd224";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e1c7870b3e03440ca9b5ab9a326dd224/image";"1895_1896_04_056.jpg";"1895_1896_04_056";"Gujer, Julius";1896;"696845,244866";"Florastrasse 18";"8610 Uster";;"„4. Oktober 1896. Hr. Rohleder auf Besuch“ im Park der Villa Grunholzer. Rohleder sitzend, Gujer stehend. Gujers Frau Elise und seine beiden Töchter.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"b0341f91d2504d5d9725f90d9c1bad88";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b0341f91d2504d5d9725f90d9c1bad88/image";"1895_1896_04_057.jpg";"1895_1896_04_057";"Gujer, Julius";1896;"696721,244926";"Florastrasse 5";"8610 Uster";"Baugeschichte Wohnbauten";"Florastrasse 5. Restaurant Brauerei. Rechts daneben Doppelwohnhaus Florastrasse 7 und 9. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
